domain_id	fold_label
6do0A00	1.10.10
3mq0A01	1.10.10
3bz6A01	1.10.10
2mbfA01	1.10.10
5deqB02	1.10.10
1on2A01	1.10.10
6g1dA01	1.10.10
3by6C01	1.10.10
3ic7A01	1.10.10
5xsoA02	1.10.10
3szpA01	1.10.10
4mhgA01	1.10.10
2o3fA00	1.10.10
2l4mA00	1.10.10
3gw2A00	1.10.10
3pfiA03	1.10.10
2o8xA00	1.10.10
1t0fA02	1.10.10
4mqvA00	1.10.10
3e97A02	1.10.10
2pg4A00	1.10.10
3df8A00	1.10.10
2p8tA01	1.10.10
1s7oB00	1.10.10
3o2pE00	1.10.10
1stzA01	1.10.10
3bjoA00	1.10.10
3jtgA01	1.10.10
2ff4A01	1.10.10
2o61A03	1.10.10
2pi0A01	1.10.10
1z6tA04	1.10.10
2z99A01	1.10.10
2co5A00	1.10.10
2d1hB00	1.10.10
1c0wA01	1.10.10
4ivnA01	1.10.10
1opcA00	1.10.10
1t6sB02	1.10.10
1hsjB03	1.10.10
4kibA01	1.10.10
6cc0A02	1.10.10
3fx3B02	1.10.10
4gyiA01	1.10.10
5y2vC01	1.10.10
6az6A01	1.10.10
4yiiA00	1.10.10
3w6kC00	1.10.10
2j5oA01	1.10.10
2fmyA02	1.10.10
5y9sC01	1.10.10
3lfkD00	1.10.10
4rs8A00	1.10.10
1bjaA00	1.10.10
3go5A04	1.10.10
1aoyA00	1.10.10
2rc4A03	1.10.10
2wteA02	1.10.10
7dklA01	1.10.10
3fm3A02	1.10.10
1fc3B00	1.10.10
3m8eA00	1.10.10
3htuA00	1.10.10
1xb4B02	1.10.10
6oinA01	1.10.10
4mtdD01	1.10.10
2dt5B01	1.10.10
2h6bA02	1.10.10
1ub9A00	1.10.10
1a04A02	1.10.10
3dp7B01	1.10.10
1jhfA02	1.10.10
2r7dA01	1.10.10
4d7kA01	1.10.10
4wcgA00	1.10.10
1fokA02	1.10.10
2r3sB01	1.10.10
1lddA00	1.10.10
1yg2A01	1.10.10
2di3A01	1.10.10
2zj2A03	1.10.10
2oqrA03	1.10.10
2pbiA01	1.10.10
6n9gA01	1.10.10
7pb9A01	1.10.10
4p9fA01	1.10.10
1fnnB03	1.10.10
2vxzA01	1.10.10
2fswA00	1.10.10
1yyvB00	1.10.10
1ulyA01	1.10.10
3edpA01	1.10.10
3tgnB02	1.10.10
1z05A01	1.10.10
2fnaA03	1.10.10
1s8nA02	1.10.10
4a6dA01	1.10.10
3eyyA01	1.10.10
2dqlA00	1.10.10
1d3yA01	1.10.10
2ga1A02	1.10.10
6abqB00	1.10.10
4esbA00	1.10.10
3hugA00	1.10.10
1mkmB01	1.10.10
2q8kA02	1.10.10
4ipaA02	1.10.10
3bz6A02	1.10.10
7vb8A01	1.10.10
2g9wA01	1.10.10
3f8mA01	1.10.10
1sfuA00	1.10.10
1l3lA02	1.10.10
4kmfA00	1.10.10
3ke2B00	1.10.10
3aafA00	1.10.10
6j0eB01	1.10.10
4kt5C00	1.10.10
6uvuA01	1.10.10
3p7nA02	1.10.10
1repC02	1.10.10
2kifA00	1.10.10
4p55B00	1.10.10
3t5xA02	1.10.10
3gz5B02	1.10.10
6jqsA00	1.10.10
1tbxB00	1.10.10
2h09A01	1.10.10
4ad9A02	1.10.10
5cvrA02	1.10.10
4o5vA01	1.10.10
3c1dB01	1.10.10
3u9gA01	1.10.10
3dplC03	1.10.10
2hs5A01	1.10.10
2q0oA02	1.10.10
7pzaA02	1.10.10
1j75A00	1.10.10
2e7xA01	1.10.10
3l7wA00	1.10.10
1o57A01	1.10.10
4bgdA03	1.10.10
5optn00	1.10.10
1ku3A00	1.10.10
1cf7B00	1.10.10
2ia2A01	1.10.10
2v1xA03	1.10.10
3bwgB01	1.10.10
4ejoA00	1.10.10
2ijlB00	1.10.10
3cuqA02	1.10.10
1u5tA02	1.10.10
3d5lB01	1.10.10
3eetA01	1.10.10
3vfzB00	1.10.10
3mwmA01	1.10.10
5bpdD01	1.10.10
3lapA01	1.10.10
2o0yB01	1.10.10
3cuqA03	1.10.10
1u5tA03	1.10.10
3cuqB02	1.10.10
2qenA03	1.10.10
1qbjC00	1.10.10
1ft9A02	1.10.10
3zq7A00	1.10.10
4ha8A01	1.10.10
2xubA02	1.10.10
1ku9B01	1.10.10
2ek5B00	1.10.10
1w5sA03	1.10.10
1sd4A01	1.10.10
2y75A00	1.10.10
2ia1B02	1.10.10
1if1B00	1.10.10
4a0zA01	1.10.10
3dv8A02	1.10.10
2iw5A01	1.10.10
3g3zA02	1.10.10
1q1hA00	1.10.10
1t98A01	1.10.10
3dfgA01	1.10.10
3dfgA03	1.10.10
2v79A00	1.10.10
3kfwX01	1.10.10
4chuA00	1.10.10
3l09A02	1.10.10
4ijaA01	1.10.10
1lnwF01	1.10.10
5h20A00	1.10.10
5tjjA01	1.10.10
2v7fA00	1.10.10
3j7aY00	1.10.10
5f7qC01	1.10.10
1k78A01	1.10.10
3ff5A00	1.10.10
5y6iA01	1.10.10
3c1dA02	1.10.10
2xv4S03	1.10.10
5dcaA11	1.10.10
1lvaA03	1.10.10
2jpcA00	1.10.10
3majA02	1.10.10
2b0lC00	1.10.10
1ghcA00	1.10.10
2mh9A00	1.10.10
4b8xA00	1.10.10
3c18A03	1.10.10
3hhgE01	1.10.10
6uglB02	1.10.10
2p4wA01	1.10.10
3c57B00	1.10.10
2xubA01	1.10.10
1lvaA04	1.10.10
2mlkA00	1.10.10
3t0yA02	1.10.10
5f64A02	1.10.10
1biaA01	1.10.10
1j5yA01	1.10.10
1bm9A00	1.10.10
5dukB00	1.10.10
3jw4A00	1.10.10
1s3jA02	1.10.10
3i71B00	1.10.10
2jt1A00	1.10.10
2fmlB03	1.10.10
1xn7A00	1.10.10
2dbbB01	1.10.10
3e3vA03	1.10.10
2pexA00	1.10.10
3bpvA00	1.10.10
2eshA00	1.10.10
4i98C01	1.10.10
5hvqC02	1.10.10
6az1a00	1.10.10
4nqwA02	1.10.10
3k9tA03	1.10.10
2pjpA02	1.10.10
3ecoB00	1.10.10
3qphA01	1.10.10
3cuqB03	1.10.10
7ewfB01	1.10.10
2p5vA01	1.10.10
1xd7A00	1.10.10
2pjpA01	1.10.10
2xvcA00	1.10.10
3e3vA01	1.10.10
3oopA01	1.10.10
6wshA02	1.10.10
3gudA00	1.10.10
5xyiK00	1.10.10
3jamK00	1.10.10
1k78I00	1.10.10
1pp8O00	1.10.10
3c1dA03	1.10.10
1cf7A00	1.10.10
4yo2A01	1.10.10
1fpqA02	1.10.10
3nrvB00	1.10.10
1ka8A00	1.10.10
3sqnB01	1.10.10
3fm5A00	1.10.10
2gxgA00	1.10.10
4aihF00	1.10.10
2hr3D02	1.10.10
2qbyA03	1.10.10
2m87A00	1.10.10
3ulqB00	1.10.10
3tqnA01	1.10.10
3r0aA00	1.10.10
2qbyB03	1.10.10
2a5yC03	1.10.10
3r4kB01	1.10.10
1lj9B00	1.10.10
2fa5A00	1.10.10
2cfxA01	1.10.10
2qlzA03	1.10.10
1p4xA02	1.10.10
6juvB01	1.10.10
4asnA00	1.10.10
3broD00	1.10.10
4eqqA02	1.10.10
2zo4A02	1.10.10
7jgsG02	1.10.10
5fgmA00	1.10.10
4yifF00	1.10.10
2xubA04	1.10.10
6hn7B00	1.10.10
3dptB01	1.10.10
2nraC02	1.10.10
5zr4A01	1.10.10
3hruB01	1.10.10
2hoeA01	1.10.10
8agaA01	1.10.10
2a61B00	1.10.10
2fbhA00	1.10.10
2ia0A01	1.10.10
3d5lA02	1.10.10
1p4xA01	1.10.10
4b09B02	1.10.10
1u3eM02	1.10.10
7xc2A02	1.10.10
1ku2A02	1.10.10
7dvrA01	1.10.10
3d5lA03	1.10.10
1u5tB01	1.10.10
4rgxB00	1.10.10
1ev7B02	1.10.10
1ldjA06	1.10.10
3bddD00	1.10.10
3u1dB00	1.10.10
2xrnB01	1.10.10
2qwwC00	1.10.10
2isyA01	1.10.10
1qo0D02	1.10.10
2x4hA00	1.10.10
3u2rA00	1.10.10
3dkwG02	1.10.10
4g9yA00	1.10.10
2ipqX01	1.10.10
3cjnA00	1.10.10
1fznD00	1.10.10
4go1A01	1.10.10
2fbiA00	1.10.10
1repC01	1.10.10
4fx0A00	1.10.10
6ldiF01	1.10.10
3boqA00	1.10.10
6kf9G01	1.10.10
2nnnC00	1.10.10
4y66F01	1.10.10
3s2wG00	1.10.10
3bjaA00	1.10.10
1l0oC00	1.10.10
2ethA00	1.10.10
5zr6A01	1.10.10
6v7xB02	1.10.10
2rdpA00	1.10.10
4gcvC00	1.10.10
3lmmB05	1.10.10
3jamZ00	1.10.10
1hkqA00	1.10.10
3k69A00	1.10.10
1jgsA00	1.10.10
4xrfA00	1.10.10
3zmdA00	1.10.10
3cdhA00	1.10.10
2nyxB01	1.10.10
3kp7A00	1.10.10
3bj6B00	1.10.10
1u78A02	1.10.10
1u5tB02	1.10.10
3e6mA00	1.10.10
1o7fA02	1.10.10
4pcqA01	1.10.10
6pcoC00	1.10.10
5e1wA00	1.10.10
4em2A00	1.10.10
7s03A02	1.10.10
2bv6A00	1.10.10
5zyrA02	1.10.10
2fbkA00	1.10.10
2q2eA01	1.10.10
2fxaA00	1.10.10
5eriA00	1.10.10
2zbkA01	1.10.10
7l1iA01	1.10.10
4u7bA02	1.10.10
1oywA03	1.10.10
3nqoB00	1.10.10
3gw6D02	1.10.10
2nraC01	1.10.10
1x1aA01	1.10.10
4q48A03	1.10.10
1ussA00	1.10.10
2ma3A00	1.10.10
2rqpA00	1.10.10
1p4wA00	1.10.10
2m45A00	1.10.10
2aqeA00	1.10.10
2jrtA01	1.10.10
1ufmA00	1.10.10
2lsoA00	1.10.10
1fshA00	1.10.10
1p6rA00	1.10.10
2l02A00	1.10.10
2l01A00	1.10.10
1uhwA00	1.10.10
1d8jA00	1.10.10
2hgcA00	1.10.10
2mlgA00	1.10.10
1g4dA00	1.10.10
2dceA01	1.10.10
2cqkA00	1.10.10
2eljA01	1.10.10
2mc3A00	1.10.10
6teyA01	1.10.10
2k4jA00	1.10.10
2ysrA00	1.10.10
2hqrA02	1.10.10
1bbyA00	1.10.10
2dk5A01	1.10.10
2elhA01	1.10.10
2rn7A01	1.10.10
2dk8A01	1.10.10
2jtvA00	1.10.10
2mh2A00	1.10.10
7u37A01	1.10.10
2mtfA00	1.10.10
1oyiA00	1.10.10
2nriB00	1.10.10
2m1bA00	1.10.10
2htjA01	1.10.10
1wi9A01	1.10.10
2m8eA00	1.10.10
1v3fA00	1.10.10
1s6lA01	1.10.10
4bpe700	1.10.10
2xzmT00	1.10.10
1oisA01	1.10.10
6z01B01	1.10.10
2b9sA02	1.10.10
2mgqA00	1.10.10
1irzA00	1.10.10
1z0xA01	1.10.10
4mloA03	1.10.10
1x2nA01	1.10.10
2iaiA01	1.10.10
4jykA01	1.10.10
2hxiA01	1.10.10
1a5jA01	1.10.10
3oouA01	1.10.10
3osgA01	1.10.10
2cjjA00	1.10.10
3cdlA01	1.10.10
2i10A01	1.10.10
2kt0A01	1.10.10
1u8bA02	1.10.10
2y9yA02	1.10.10
3lsgA02	1.10.10
2ld5A00	1.10.10
2ibdA01	1.10.10
4iejA00	1.10.10
3e7lA00	1.10.10
3qqaA01	1.10.10
1bl0A02	1.10.10
3dewA01	1.10.10
2id3A01	1.10.10
2hxoA01	1.10.10
2fd5A01	1.10.10
3lsgA01	1.10.10
1rktA01	1.10.10
2y30B01	1.10.10
5gp9A01	1.10.10
1ba5A00	1.10.10
1gv2A02	1.10.10
1e3oC02	1.10.10
2nogB02	1.10.10
1hlvA02	1.10.10
6el2B01	1.10.10
2zb9A01	1.10.10
1bl0A01	1.10.10
3c2bA01	1.10.10
1lfuP00	1.10.10
3mvpA01	1.10.10
1le8A00	1.10.10
1bw6A00	1.10.10
1etkA00	1.10.10
1umqA00	1.10.10
1bw5A00	1.10.10
3tw6A06	1.10.10
1b72A00	1.10.10
1hcrA00	1.10.10
5k7fA01	1.10.10
1rr7A02	1.10.10
3sdgA01	1.10.10
1o4xA02	1.10.10
2dn0A00	1.10.10
1zk8A01	1.10.10
2x48A00	1.10.10
1tc3C00	1.10.10
2hyjA01	1.10.10
1rr7A01	1.10.10
1akhB00	1.10.10
3zqcA02	1.10.10
2raeA01	1.10.10
4jp0A03	1.10.10
1ic8A02	1.10.10
2ao9I01	1.10.10
2cufA01	1.10.10
2mg4A00	1.10.10
1ef4A00	1.10.10
1jusD01	1.10.10
2r0qC02	1.10.10
5ui5I04	1.10.10
3bg3A04	1.10.10
2w48B01	1.10.10
4bkxA02	1.10.10
3f0cA01	1.10.10
1ojlA03	1.10.10
1ofcX04	1.10.10
1ignB02	1.10.10
4dyqA01	1.10.10
1gdtB03	1.10.10
4fcyB02	1.10.10
1ignA01	1.10.10
3mn2A00	1.10.10
3mklA00	1.10.10
3oioA00	1.10.10
3tedA02	1.10.10
4fcyA01	1.10.10
6xiuA01	1.10.10
4fe7A03	1.10.10
3w6vA00	1.10.10
1g2hA00	1.10.10
1fexA00	1.10.10
2gloA00	1.10.10
1zq3P00	1.10.10
2ebiA01	1.10.10
2da3A01	1.10.10
1iufA02	1.10.10
2lvsA01	1.10.10
2ecbA01	1.10.10
2da4A01	1.10.10
1uhsA01	1.10.10
1x2mA01	1.10.10
2cqqA01	1.10.10
2mw8A00	1.10.10
2yusA01	1.10.10
1ug2A01	1.10.10
1q1vA00	1.10.10
2m8gX00	1.10.10
2ys9A00	1.10.10
2da7A00	1.10.10
2cu7A01	1.10.10
2lvsA02	1.10.10
1x58A01	1.10.10
1xc5A01	1.10.10
1wgxA00	1.10.10
2e19A01	1.10.10
1s7eA02	1.10.10
2djoA00	1.10.10
2cobA01	1.10.10
1iufA01	1.10.10
2llkA01	1.10.10
1wh5A00	1.10.10
2k9qA01	1.10.10
2jn6A01	1.10.10
1ntcA00	1.10.10
2k9sA00	1.10.10
5b1aH00	1.10.10
3lfuA02	1.10.10
4c2uA02	1.10.10
1pjrA02	1.10.10
1uaaA02	1.10.10
1w36F02	1.10.10
1aa7A02	1.10.10
1erdA00	1.10.10
1ha8A00	1.10.10
1k6yA01	1.10.10
5cz2G00	1.10.10
1konA01	1.10.10
7u32G01	1.10.10
1vq8I00	1.10.10
5mmiJ02	1.10.10
4v19K02	1.10.10
1vx4K02	1.10.10
2ja2A05	1.10.10
1j09A05	1.10.10
2o5rA05	1.10.10
2cfoA05	1.10.10
4griA05	1.10.10
1irxA05	1.10.10
5tgtA02	1.10.10
1ji8A02	1.10.10
2p0wA03	1.10.10
4pswA03	1.10.10
3h36A00	1.10.10
1whuA00	1.10.10
1e3pA02	1.10.10
4nbqB02	1.10.10
4aidA02	1.10.10
1ng6A02	1.10.10
3al0B03	1.10.10
4ragA02	1.10.10
4fqgB03	1.10.10
4fqgA02	1.10.10
2k85A00	1.10.10
2kfdA00	1.10.10
2jucA00	1.10.10
1uzcA00	1.10.10
2dodA00	1.10.10
2b7eA00	1.10.10
2cqnA00	1.10.10
2doeA00	1.10.10
2e71A00	1.10.10
2dofA00	1.10.10
1dp3A00	1.10.10
1ekeB02	1.10.10
1i39A02	1.10.10
1iv8A04	1.10.10
6lcuA02	1.10.10
2f48A03	1.10.10
1lujB01	1.10.10
1mijA00	1.10.10
1svmA01	1.10.10
2gxaE01	1.10.10
1tt5B02	1.10.10
1y8qD02	1.10.10
2icwG02	1.10.10
1x3wB01	1.10.10
1oqyA03	1.10.10
3cuqC01	1.10.10
1xb4B01	1.10.10
5xnsC00	1.10.10
6qpqB00	1.10.10
1uj8A00	1.10.10
1y0nA00	1.10.10
2jrmA00	1.10.10
2i5uA00	1.10.10
2zc2A00	1.10.10
2qguA02	1.10.10
2oceA01	1.10.10
3psfA02	1.10.10
3clqA03	1.10.10
1s5lC02	1.10.10
1xmxA03	1.10.10
1z67A00	1.10.10
3ermB00	1.10.10
1wz2A05	1.10.10
1r71A01	1.10.10
1rc9A02	1.10.10
2cq7A00	1.10.10
3qwlA01	1.10.10
3hzjC01	1.10.10
2qq8A01	1.10.10
2bhyA03	1.10.10
1irxA04	1.10.10
4dgwB01	1.10.10
2e5zA01	1.10.10
2dt7B01	1.10.10
1x4pA00	1.10.10
1x4oA00	1.10.10
2hdwA02	1.10.10
1lvkA03	1.10.10
1br2A02	1.10.10
2mysA03	1.10.10
1lkxA02	1.10.10
1qu3A03	1.10.10
1dgwY01	1.10.10
5e9hB01	1.10.10
7ebcA01	1.10.10
1or7C00	1.10.10
1t95A02	1.10.10
2kdoA02	1.10.10
1pyvA00	1.10.10
1oltA02	1.10.10
6vg5A00	1.10.10
5ow2A00	1.10.10
1v5eA04	1.10.10
1u0jA01	1.10.10
6e3aA01	1.10.10
1wfxA01	1.10.10
7kw8A01	1.10.10
1wj5A01	1.10.10
1w36C06	1.10.10
1z21A00	1.10.10
2cw7A02	1.10.10
1w36D01	1.10.10
3dteA02	1.10.10
2qkmB01	1.10.10
2a6tB01	1.10.10
1ye9A03	1.10.10
2bw3A01	1.10.10
3keyA01	1.10.10
6e6qA00	1.10.10
2hu9A02	1.10.10
1y56A04	1.10.10
3ll7A01	1.10.10
3hc7A02	1.10.10
2kp6A00	1.10.10
3sdbA03	1.10.10
3g2bA00	1.10.10
2ch0A01	1.10.10
2w82A03	1.10.10
7dg2C01	1.10.10
2wa0A01	1.10.10
2wa0A02	1.10.10
2wadB03	1.10.10
3vskA02	1.10.10
4nc7A00	1.10.10
2f4iA01	1.10.10
2gomA00	1.10.10
2jvgA00	1.10.10
2vqgA00	1.10.10
2zshB00	1.10.10
4mloA02	1.10.10
4nqwB00	1.10.10
3hugD00	1.10.10
2q1zD01	1.10.10
2k9lA00	1.10.10
3fbiD00	1.10.10
2mabA00	1.10.10
2k3pA01	1.10.10
2khmA01	1.10.10
3a2kA02	1.10.10
3iuoA00	1.10.10
2cmpA00	1.10.10
3a1yA00	1.10.10
2lbfB01	1.10.10
